review_id,year,trip_type,aspect,sentiment,score,evidence,rating
R01353,2016,couples,ritual_experience,positive,0.8,darshan from four sides are nice,5
R01353,2016,couples,environment,positive,0.7,vast campus,5
R01353,2016,couples,spiritual_authenticity,positive,0.9,must visit place,5
R00819,2015,couples,cultural_sensitivity,neutral,0.5,Non-Hindus cannot enter the actual temple,5
R00819,2015,couples,ritual_experience,positive,0.7,something special to see...especially how respectful and peaceful this can be,5
R00396,2013,solo,spiritual_authenticity,positive,0.7,unusual feeling you get,4
R00396,2013,solo,sacred_atmosphere,positive,0.6,well worth the visit,4
R00942,2015,solo,sacred_atmosphere,positive,0.9,The Temple itself is beautiful,5
R00942,2015,solo,cultural_sensitivity,neutral,0.5,No cameras allowed in the temple,5
R00659,2014,family,spiritual_authenticity,positive,0.85,Is a very good place for us to find back our own self,4
R01441,2017,solo,ritual_experience,mixed,0.5,very sad to see that the people make their last duties,5
R01441,2017,solo,sacred_atmosphere,positive,0.8,beautiful pagodas and on every corner there arr baba hindus,5
R01441,2017,solo,spiritual_authenticity,positive,0.7,baba hindus which are considered as sacred,5
R01702,2017,solo,sacred_atmosphere,positive,0.9,it's very spiritual and a very important religious place for Hindus,5
R01702,2017,solo,ritual_experience,positive,0.85,odd yet moving to experience a cremation,5
R01702,2017,solo,access_fairness,positive,0.7,well worth the high entrance fee,5
R00407,2013,solo,access_fairness,negative,0.3,entrance fee was 1000 rupees which's very expensive,4
R00407,2013,solo,ritual_experience,positive,0.7,cremation which you could see before your eyes,4
R00407,2013,solo,spiritual_authenticity,positive,0.8,lots of people's believes and beautiful culture that's worth every rupees,4
R00407,2013,solo,facility,positive,0.8,samosa and roti ring were very delicious,4
R00881,2015,unknown,cultural_sensitivity,negative,0.3,I felt a bit of an intruder,4
R00881,2015,unknown,sacred_atmosphere,neutral,0.5,Every culture does things differently,4
R00668,2014,family,ritual_experience,neutral,0.5,a bit shocking but interesting,4
R00462,2014,couples,ritual_experience,neutral,0.5,see a funeral in process,5
R00462,2014,couples,spiritual_authenticity,positive,0.7,very historical and cultural significance,5
R00462,2014,couples,facility,positive,0.6,get plenty of exercise,5
R00462,2014,couples,sacred_atmosphere,positive,0.7,admiring the history,5
R00319,2013,couples,environment,neutral,0.5,"lots of people, beware pickpockets",4
R00319,2013,couples,ritual_experience,negative,0.3,I felt like a douche watching this,4
R00319,2013,couples,cultural_sensitivity,negative,0.4,fake holy men who will try and charge you,4
R01915,2018,family,facility,positive,0.7,hire a guide,5
R01915,2018,family,ritual_experience,positive,0.8,"watched the aarti, which was really interesting",5
R01915,2018,family,spiritual_authenticity,neutral,0.5,witness body cremations along the river bank,5
R01342,2016,solo,sacred_atmosphere,positive,0.8,puts one into a philosophical mood,5
R02011,2018,family,ritual_experience,positive,0.9,Excellent Darshan,5
R02011,2018,family,sacred_atmosphere,positive,0.85,soothing effect when you are inside,5
R02011,2018,family,facility,positive,0.8,very neatly maintained,5
R01603,2017,business,spiritual_authenticity,positive,0.9,darshan in unforgettable Peacefull,5
R01603,2017,business,sacred_atmosphere,positive,0.85,Peacefull,5
R01603,2017,business,environment,positive,0.8,Structure is not damaged in earthquack,5
R01105,2016,friends,sacred_atmosphere,positive,0.9,most sacred Hindu temples in the world,5
R01105,2016,friends,environment,neutral,0.5,lots of monkeys around the temple,5
R02090,2018,family,cultural_sensitivity,neutral,0.5,No one is allowed to touch the Lingayat,3
R00820,2015,solo,ritual_experience,positive,0.7,So interesting to see this,4
R00820,2015,solo,sacred_atmosphere,positive,0.8,extremely holy for Hindus,4
R01294,2016,couples,environment,neutral,0.5,Very exotic,4
R01294,2016,couples,sacred_atmosphere,neutral,0.5,burning men doing their job,4
R01294,2016,couples,facility,negative,0.3,"Take some water with you, in october its very hot",4
R00214,2012,solo,environment,negative,0.3,dirty little in river,3
R00214,2012,solo,ritual_experience,negative,0.4,i not like i dislike disappear,3
R01014,2016,business,sacred_atmosphere,positive,0.7,Good architecture of its kind,4
R01014,2016,business,facility,negative,0.4,Beware of the pandas asking you for various rituals,4
R01311,2016,family,sacred_atmosphere,positive,0.8,A beautiful place to visit,4
R01311,2016,family,environment,neutral,0.5,only slightly damaged by the earthquake,4
R00410,2013,friends,sacred_atmosphere,positive,0.85,I found it a very moving experience,5
R00410,2013,friends,spiritual_authenticity,positive,0.9,"in accordance with the Hindu beliefs of the continuing cycle of birth, life, death and rebirth",5
R00410,2013,friends,crowd_management,positive,0.8,visited on a weekday so there wasn t a big crowd there,5
R01386,2017,business,sacred_atmosphere,positive,0.9,best Siva temple,5
R01386,2017,business,facility,positive,0.8,good management and nice clean,5
R02357,2020,friends,spiritual_authenticity,positive,0.8,all Hindus must visit this temple,5
R00300,2013,solo,sacred_atmosphere,positive,0.9,sacred site offers a scene that is really very hard to forget,5
R00300,2013,solo,spiritual_authenticity,positive,0.85,experience a glimpse of hinduism and its faith,5
R00697,2014,family,sacred_atmosphere,positive,0.8,must see for a visitor to Kathmandu and Nepal,4
R02334,2019,friends,cultural_sensitivity,neutral,0.5,only Hindus are permitted to enter inside the main complex,5
R02334,2019,friends,sacred_atmosphere,positive,0.8,richly ornamented pagoda houses the sacred linga,5
R00387,2013,friends,sacred_atmosphere,positive,0.7,Very nice place,4
R00387,2013,friends,cultural_sensitivity,negative,0.3,I do not understand why only hindu people are allow,4
R02227,2019,family,sacred_atmosphere,positive,0.8,very holy place for Hindu,5
R02227,2019,family,ritual_experience,positive,0.7,very curious to see cremation,5
R01655,2017,friends,facility,negative,0.3,"not very clean, out of 2 one not working",5
R01655,2017,friends,crowd_management,negative,0.3,one has to wait for more than an hour to get a turn,5
R01655,2017,friends,environment,negative,0.3,very very sad to see such conditions,5
R01655,2017,friends,sacred_atmosphere,negative,0.3,very very sad to see such conditions,5
R02231,2019,family,environment,positive,0.9,awesome nature have shown its own pleasure,5
R02231,2019,family,sacred_atmosphere,positive,0.85,sight scenes have stolen this heart,5
R02229,2019,couples,cultural_sensitivity,neutral,0.5,access restricted only to religious,3
R02229,2019,couples,facility,negative,0.3,should be more careful in terms of cleanliness,3
R02229,2019,couples,environment,negative,0.3,a lot of garbage and neglected parts,3
R02229,2019,couples,spiritual_authenticity,positive,0.7,good and interesting experience of Hindu tradition and culture,3
R01735,2017,business,ritual_experience,positive,0.8,A very sympathetic way to honor the dead,5
R01735,2017,business,sacred_atmosphere,positive,0.85,It was a privilege to watch,5
R00784,2015,couples,spiritual_authenticity,positive,0.7,Nice to see unique Hindu culture,5
R00784,2015,couples,sacred_atmosphere,positive,0.6,A visit to Cremation ghat was interesting,5
R01120,2016,friends,cultural_sensitivity,negative,0.3,visitors were out of their place,3
R01120,2016,friends,sacred_atmosphere,negative,0.4,sadhus do not add very much to the sanctity,3
R01120,2016,friends,environment,negative,0.3,stream is not a beautiful sight,3
R01741,2017,couples,environment,negative,0.3,stench of the burning bodies can be brutal,2
R01741,2017,couples,sacred_atmosphere,negative,0.4,price you have to pay as a foreigner is off-putting,2
R01741,2017,couples,cultural_sensitivity,negative,0.3,price you have to pay as a foreigner is off-putting,2
R01741,2017,couples,sacred_atmosphere,positive,0.7,fantastic view of the city from above,2
R02276,2019,friends,sacred_atmosphere,positive,0.9,Energy of the place is amazing,5
R02276,2019,friends,facility,positive,0.8,Arrangements for Darshan was proper and cleanliness is maintained,5
R02276,2019,friends,ritual_experience,positive,0.85,Evening Arti was another attraction,5
R02464,2024,friends,sacred_atmosphere,negative,0.4,changed a lot,4
R02464,2024,friends,spiritual_authenticity,positive,0.8,beautiful and clean,4
R01576,2017,couples,spiritual_authenticity,positive,0.9,most revered temple of lord shiva,4
R00843,2015,friends,facility,positive,0.7,shops outside the Temple helped us with an umbrella,5
R00843,2015,friends,environment,negative,0.4,lots of Tourists in there,5
R00843,2015,friends,sacred_atmosphere,positive,0.8,really its a Beautiful temple to Visit,5
R01596,2017,unknown,cultural_sensitivity,neutral,0.5,Only Hindus are allowed in the temple,5
R01596,2017,unknown,sacred_atmosphere,positive,0.8,has exceptional carvings,5
R01616,2017,friends,sacred_atmosphere,positive,0.7,this temple is great to see for visitors,5
R02024,2018,couples,facility,negative,0.2,local guides were extremely rude,2
R02024,2018,couples,cultural_sensitivity,negative,0.3,hindi or english signs,2
R02024,2018,couples,crowd_management,negative,0.2,three different security guards to check his phone,2
R01355,2016,business,sacred_atmosphere,positive,0.8,must visit,5
R01235,2016,friends,sacred_atmosphere,positive,0.9,temple is exquisite has extremely powerful vibration,5
R01235,2016,friends,spiritual_authenticity,positive,0.85,feel your spirit rising when you behold the four faces of the lord,5
R01235,2016,friends,crowd_management,negative,0.3,missed darshan due to heavy crowd,5
R01046,2016,unknown,spiritual_authenticity,positive,0.7,Good place from religious point of view,4
R01046,2016,unknown,sacred_atmosphere,positive,0.6,worth a visit,4
R02224,2019,business,sacred_atmosphere,positive,0.9,Regarded as one of the holiest hindu temples in the world,5
R02224,2019,business,environment,neutral,0.5,popular site to encounter monkeys and Sadhus,5
R01401,2017,couples,access_fairness,negative,0.3,no one other than Nepali & Indian can't enter the main temple,3
R01532,2017,family,facility,negative,0.2,Toilets are horrible,4
R01532,2017,family,cultural_sensitivity,neutral,0.5,be nepalese or indian to be allowed inside,4
R02131,2019,friends,ritual_experience,positive,0.8,great experience new visitors,5
R00753,2015,friends,service,positive,0.8,Our guide was really knowledgeable and helpful,5
R00753,2015,friends,spiritual_authenticity,positive,0.7,A fascinating insight into the Hindu religion,5
R01635,2017,solo,spiritual_authenticity,positive,0.9,So pure and sacred,5
R01635,2017,solo,sacred_atmosphere,positive,0.85,Its a magic and a pure temple of lord shiv,5
R01635,2017,solo,ritual_experience,positive,0.9,Your wishes comes try,5
R02371,2020,friends,spiritual_authenticity,positive,0.9,very unique energy to the place,5
R02371,2020,friends,sacred_atmosphere,positive,0.85,Very Special and holy place in this world,5
R02385,2020,unknown,sacred_atmosphere,positive,0.8,location felt very sacred,5
R02385,2020,unknown,spiritual_authenticity,positive,0.85,very worthwhile,5
R02385,2020,unknown,ritual_experience,positive,0.9,very moving experience,5
R01114,2016,solo,facility,negative,0.3,this holiest place is as dirty as any other part of KTM,5
R01114,2016,solo,ritual_experience,positive,0.7,Funeral ceremonies and cremations are intense but maybe more natural,5
R01114,2016,solo,access_fairness,neutral,0.5,Paying 1000 npr as a renovation fee feels that you could see some progress,5
R02129,2019,solo,cultural_sensitivity,neutral,0.5,main temple is not open for non Hindu people,5
R02129,2019,solo,sacred_atmosphere,positive,0.7,It is a holy place,5
R00321,2013,business,spiritual_authenticity,positive,0.9,most powerful temple for the hindus,5
R00321,2013,business,sacred_atmosphere,positive,0.85,brings tourists from all over the globe,5
R00612,2014,couples,sacred_atmosphere,positive,0.9,An experience for life,5
R00612,2014,couples,spiritual_authenticity,positive,0.85,Beautiful architecture,5
R01714,2017,friends,ritual_experience,positive,0.7,ancient and traditional rituals,5
R01714,2017,friends,facility,positive,0.6,our guide explained to us,5
R00789,2015,couples,ritual_experience,positive,0.8,It was most interesting to see how cremations are done,5
R00789,2015,couples,facility,positive,0.9,our guide was excellent in explaining the rituals,5
R00789,2015,couples,spiritual_authenticity,positive,0.7,makes a lot of sense compared to buying a burial plot,5
R00838,2015,solo,service,positive,0.8,ask for a guide to take you around,5
R00838,2015,solo,ritual_experience,positive,0.85,history behind the cremation ceremony is what is so fascinating,5
R00838,2015,solo,spiritual_authenticity,positive,0.8,differences behind the Hindu and the Buddhist traditions are very interesting,5
R00838,2015,solo,sacred_atmosphere,positive,0.8,so much to see here,5
R00047,2011,friends,sacred_atmosphere,positive,0.85,"Lovely place, must see",5
R00047,2011,friends,spiritual_authenticity,positive,0.85,elaborately displayed,5
R00647,2014,friends,facility,positive,0.7,Have a guide with you if you can,4
R00647,2014,friends,environment,negative,0.4,the smell of Marijuana is in the air,4
R00647,2014,friends,sacred_atmosphere,positive,0.8,Well worth the visit though,4
R00655,2014,friends,sacred_atmosphere,positive,0.9,very Holy of Hindus and the energies were High,5
R00655,2014,friends,spiritual_authenticity,positive,0.85,Love the Art Work on the Temple which is all engraved in Silver,5
R02274,2019,friends,facility,positive,0.8,Temple compound is well maintained and clean with all basic amenities,5
R02274,2019,friends,sacred_atmosphere,positive,0.85,One of the power center of this earth,5
R00930,2015,friends,cultural_sensitivity,neutral,0.5,"must for Hindu, but not compulsary for others religion",4
R01021,2016,unknown,access_fairness,neutral,0.5,non-Hindus cannot enter into the main temple,5
R01021,2016,unknown,environment,positive,0.7,area which is quite large,5
R01021,2016,unknown,cultural_sensitivity,positive,0.8,Be courteous and respectful,5
R00048,2011,friends,environment,negative,0.2,quite dirty and smelly,3
R00048,2011,friends,ritual_experience,positive,0.7,very emotional and educational experience,3
R00975,2015,couples,ritual_experience,positive,0.9,rare opportunity to have all four face darshan,5
R00975,2015,couples,spiritual_authenticity,positive,0.85,felt divinely blessed,5
R00975,2015,couples,sacred_atmosphere,positive,0.8,special divine place,5
R02080,2018,unknown,access_fairness,negative,0.3,entry fee (which I think was about 1000 rup each) BUT does not give entry to the main temple,4
R02080,2018,unknown,cultural_sensitivity,negative,0.4,a little weird watching the private ceremony's,4
R00127,2012,friends,sacred_atmosphere,positive,0.8,Amazing place and a must visit,4
R00127,2012,friends,facility,positive,0.7,system is streamlined as well,4
R00127,2012,friends,cultural_sensitivity,positive,0.6,not a typical Temple where you find people asking for alms,4
R00127,2012,friends,access_fairness,neutral,0.5,Enter the place before 1230 in the noon to see the main temple,4
R00885,2015,family,cultural_sensitivity,negative,0.3,only Hindus,5
R00885,2015,family,spiritual_authenticity,positive,0.7,blessed by th god,5
R00885,2015,family,access_fairness,negative,0.4,only Hindus,5
R00885,2015,family,sacred_atmosphere,negative,0.3,people & police of their will beat you,5
R01744,2017,solo,access_fairness,negative,0.3,entrance fee of Rs. 1000...only Hindus can enter,4
R01744,2017,solo,facility,negative,0.4,ticket checking is far from diligence,4
R01744,2017,solo,ritual_experience,negative,0.2,Nothing seemed elegant to me but just nasty,4
R01744,2017,solo,cultural_sensitivity,neutral,0.5,"I am typically not fond of ceremonies, esp. those after death",4
R02269,2019,friends,sacred_atmosphere,positive,0.9,best heritage place in the world,5
R02269,2019,friends,environment,positive,0.85,"temples, jungle, river, monkeys, many kind of birds is the beauty",5
R01675,2017,friends,facility,negative,0.3,poor-managed the entire place,3
R01675,2017,friends,environment,negative,0.2,"smell aside, the things spread here and there",3
R01675,2017,friends,crowd_management,negative,0.4,poor-managed the entire place,3
R01685,2017,solo,access_fairness,negative,0.3,locals and guides do not pay but tourists do,4
R01685,2017,solo,cultural_sensitivity,neutral,0.5,unless you are Hindu or local you cannot view the interior,4
R01685,2017,solo,ritual_experience,positive,0.7,walking around the grounds and seeing the cremations is definitely worth it,4
R01078,2016,friends,access_fairness,negative,0.3,Entry costs 1000 rupees per person,5
R01078,2016,friends,facility,negative,0.4,Beware of the guide that you pick up along the way,5
R01078,2016,friends,service,negative,0.3,negotiate the total price before the 'tour',5
R00847,2015,solo,ritual_experience,negative,0.3,I felt bad witnessing the heartbreak,4
R00847,2015,solo,sacred_atmosphere,negative,0.4,Not my favourite at all,4
R00903,2015,couples,spiritual_authenticity,positive,0.8,must see and if possible meditate there,5
R01261,2016,family,cultural_sensitivity,neutral,0.5,non-Hindus not permitted in primary shrine but no big loss,5
R01261,2016,family,sacred_atmosphere,positive,0.8,Peaceful sunsets too,5
R01261,2016,family,spiritual_authenticity,positive,0.9,One of major temples of Shaivites in all the subcontinent,5
R01261,2016,family,environment,positive,0.85,worth the trip to Nepal alone,5
R00402,2013,solo,ritual_experience,positive,0.8,Very emotional visit highly recommend,4
R00402,2013,solo,spiritual_authenticity,positive,0.9,Very moving experience,4
R01325,2016,couples,sacred_atmosphere,positive,0.9,Very special place,5
R01325,2016,couples,spiritual_authenticity,positive,0.85,extraordinary to experience life and death,5
R00598,2014,family,cultural_sensitivity,neutral,0.5,cannot enter the temple unless you are a Hindu,5
R00598,2014,family,facility,neutral,0.5,engage a guide to get the most from your visit,5
R00525,2014,solo,spiritual_authenticity,positive,0.9,"incredible, unforgettable, full of magic and amazing energy",5
R00525,2014,solo,sacred_atmosphere,positive,0.85,full of magic and amazing energy,5
R00121,2012,unknown,environment,negative,0.3,The Bagmati river is very polluted,5
R00121,2012,unknown,ritual_experience,positive,0.7,watch the cremations of the dead,5
R00121,2012,unknown,cultural_sensitivity,negative,0.4,hustle you for a lot of money,5
R01528,2009,unknown,cultural_sensitivity,positive,0.7,everybody from sadhus to tourist peacefully together,5
R01528,2009,unknown,ritual_experience,neutral,0.5,cremations and funerals going on all the time,5
R01528,2009,unknown,sacred_atmosphere,neutral,0.5,remember to be respectful,5
R01756,2017,solo,spiritual_authenticity,positive,0.9,point of convergence of Hindus worldwide,4
R01756,2017,solo,sacred_atmosphere,positive,0.85,continued to remain the same,4
R02245,2019,family,sacred_atmosphere,positive,0.8,ideal place of worship for local devotees,4
R02245,2019,family,cultural_sensitivity,positive,0.7,footwear should be removed,4
R02245,2019,family,access_fairness,positive,0.9,no entry fee for visiting the temple,4
R02245,2019,family,environment,negative,0.3,"road leading to the temple is crowded, filthy and dirty",4
R00572,2014,couples,sacred_atmosphere,positive,0.7,place of such a significance and history was very exciting,4
R00572,2014,couples,crowd_management,positive,0.6,saved from the crowds,4
R00572,2014,couples,ritual_experience,positive,0.7,had a good darshan,4
R00572,2014,couples,environment,negative,0.3,cleanliness is an issue,4
R02471,2024,friends,sacred_atmosphere,positive,0.9,aura of tranquility,5
R02471,2024,friends,spiritual_authenticity,positive,0.85,charged with devotion and reverence,5
R02471,2024,friends,environment,positive,0.9,harmonious symphony that soothes the soul,5
R02471,2024,friends,ritual_experience,positive,0.8,rhythmic chanting of mantras,5
R01050,2016,solo,spiritual_authenticity,positive,0.8,It was quite an experience I must admit,5
R01050,2016,solo,access_fairness,negative,0.3,the prices were jacked up tenfold,5
R01050,2016,solo,cultural_sensitivity,positive,0.7,I felt it was disrespectful to raise my camera,5
R01050,2016,solo,facility,positive,0.6,I'd recommend taking a guide,5
R01163,2016,friends,spiritual_authenticity,positive,0.85,Unlike other shiva lingams in India and Nepal this pashupati shiva lingam is always Dressed in its golden vastra,5
R01249,2016,business,spiritual_authenticity,positive,0.8,hoping to find some sort of spiritual awakening,5
R01249,2016,business,environment,positive,0.7,call of the mountains and seeking to climb or trek in the Himalayas,5
R01249,2016,business,cultural_sensitivity,positive,0.7,intrigued by the culture,5
R00691,2014,business,access_fairness,neutral,0.5,go very early in the morning to avoid long queues,4
R01011,2016,couples,spiritual_authenticity,positive,0.8,"this really impressed, even after the others",5
R01011,2016,couples,cultural_sensitivity,positive,0.7,they are happy to have people see it,5
R01011,2016,couples,sacred_atmosphere,positive,0.9,"worth seeing, to see how different cultures approach death",5
R01011,2016,couples,crowd_management,negative,0.3,watch out for the touts,5
R02177,2019,couples,environment,negative,0.3,scaffolding everywhere indicated of repairs,5
R02177,2019,couples,sacred_atmosphere,positive,0.7,pictures of the ancient glory and history,5
R02177,2019,couples,spiritual_authenticity,positive,0.6,one had to use their imagination what glory was before and will be restored one day,5
R00057,2011,friends,spiritual_authenticity,positive,0.9,the whole experience was fantastic,5
R00057,2011,friends,sacred_atmosphere,positive,0.9,felt so much at peace,5
R02425,2022,unknown,ritual_experience,neutral,0.5,Cremations take place here,2
R02425,2022,unknown,cultural_sensitivity,negative,0.3,Lots of street peddlars and beggars,2
R02425,2022,unknown,access_fairness,negative,0.4,Entry NRs 1000 pp,2
R01246,2016,business,access_fairness,positive,0.7,The visitors do not have to fear from pursuing Pandas,4
R01816,2018,friends,sacred_atmosphere,neutral,0.5,"A place of death, ultimately",4
R01816,2018,friends,spiritual_authenticity,positive,0.6,very interesting and there was some beautiful architecture,4
R01719,2017,family,service,positive,0.8,local tour guide take us around and explain aspects,5
R01719,2017,family,sacred_atmosphere,positive,0.85,solemn and thoughtful place,5
R01719,2017,family,environment,positive,0.9,late-afternoon light to be lovely,5
R01719,2017,family,spiritual_authenticity,positive,0.9,fascinating,5
R01854,2018,couples,access_fairness,negative,0.3,"Admission 1,000r",4
R01854,2018,couples,sacred_atmosphere,neutral,0.5,holiest pilgrimage site and the site of one of the World s most important Siva temples,4
R01854,2018,couples,environment,negative,0.4,hard to ignore the funeral pyres alongside the river and the resulting smoke,4
R00557,2014,solo,facility,negative,0.3,management should try to be more courteous,3
R00557,2014,solo,service,negative,0.3,personnel who i saw kept pushing people away,3
R00557,2014,solo,crowd_management,negative,0.3,probably badly managed by people,3
R02254,2019,family,sacred_atmosphere,positive,0.8,fascinated by this idols,5
R02254,2019,family,spiritual_authenticity,positive,0.85,theology of Nepal's,5
R00908,2015,business,cultural_sensitivity,positive,0.8,All Hindu must visit this Temple at least on time of there life time,5
R02073,2018,friends,access_fairness,negative,0.3,I didn t think it was worth 1000 RPN,2
R02073,2018,friends,cultural_sensitivity,negative,0.4,weird that such a private matter was publicized,2
R02073,2018,friends,sacred_atmosphere,negative,0.3,tourists are snapping photos and exploring around,2
R02073,2018,friends,environment,negative,0.2,"river, where the ashes are poured in, is completely polluted",2
R01600,2017,friends,sacred_atmosphere,positive,0.85,Highly recommended place to visit in Kathmandu,5
R01057,2016,friends,sacred_atmosphere,positive,0.85,environment and atmosphere driven by everyone worshiping god,5
R01057,2016,friends,spiritual_authenticity,positive,0.8,spiritually satisfied mind,5
R01049,2016,friends,ritual_experience,positive,0.8,watching the whole process of the cremation,5
R01049,2016,friends,spiritual_authenticity,positive,0.85,peaceful and wonderful as well,5
R01049,2016,friends,cultural_sensitivity,positive,0.9,didn't take any photos which allowed me to be much more present,5
R01049,2016,friends,access_fairness,negative,0.3,asked for 1000 rupees (total rip off),5
R00521,2014,family,sacred_atmosphere,positive,0.85,Great place for uplifting your spirit,4
R00521,2014,family,spiritual_authenticity,positive,0.8,Its facinating,4
R01469,2017,solo,environment,negative,0.1,"Ugly, dirty and uninteresting",1
R01469,2017,solo,ritual_experience,neutral,0.5,if you don't count the live cremations,1
R01469,2017,solo,crowd_management,negative,0.2,beggars following you and touts trying to make a sale,1
R01469,2017,solo,cultural_sensitivity,negative,0.1,desperate Hindus following you until you give in and pay them something,1
R01221,2016,couples,spiritual_authenticity,positive,0.8,feel the positive energy,5
R01221,2016,couples,sacred_atmosphere,positive,0.7,ascetic(sadhus) showering their blessings,5
R00716,2014,family,access_fairness,negative,0.3,Non-Hindus are not allowed into the temple,4
R00716,2014,family,crowd_management,negative,0.4,The place was quite crowded,4
R00716,2014,family,cultural_sensitivity,neutral,0.5,could only watch and take pictures across the river,4
R01749,2017,couples,ritual_experience,positive,0.8,Very special experience to come here in the evening,5
R01749,2017,couples,sacred_atmosphere,positive,0.9,much better / more atmosphere and more going on in the evening,5
R00866,2015,family,spiritual_authenticity,positive,0.9,one of the best feeling of getting blessed,5
R00962,2015,couples,sacred_atmosphere,positive,0.9,a complete eye opener; one that I will never forget,5
R00962,2015,couples,cultural_sensitivity,positive,0.85,a truthful experience of Nepalese culture,5
R00542,2014,couples,ritual_experience,positive,0.7,very nice experience,5
R00542,2014,couples,spiritual_authenticity,positive,0.8,real and not real sadhus,5
R01570,2017,friends,ritual_experience,neutral,0.5,3 cremations in progress at the same time which can be a bit overwhelming,4
R01570,2017,friends,cultural_sensitivity,neutral,0.5,Our Indian friends got to enter this sacred temple and get a blessing,4
R01570,2017,friends,environment,negative,0.3,accosted either by monkeys or a bull looking for food,4
R02472,2024,friends,access_fairness,neutral,0.5,pay something to enter,5
R02472,2024,friends,ritual_experience,positive,0.7,funeral ceremonies right across the river,5
R02472,2024,friends,environment,positive,0.8,full of monkeys and it is fun,5
R01369,2016,friends,ritual_experience,positive,0.8,Purification of bodies is a moving moment,4
R01369,2016,friends,cultural_sensitivity,positive,0.7,not wanting to be thieves of images,4
R02048,2018,friends,cultural_sensitivity,neutral,0.5,not Hindu not allowed to go inside,4
R02048,2018,friends,ritual_experience,positive,0.7,famous for the cremation,4
R02048,2018,friends,sacred_atmosphere,positive,0.6,good view,4
R02048,2018,friends,crowd_management,negative,0.4,they were many people there,4
R02468,2024,solo,ritual_experience,positive,0.7,I got great experience,5
R02468,2024,solo,sacred_atmosphere,negative,0.4,It was quite sad moment,5
R01446,2017,unknown,spiritual_authenticity,positive,0.8,very holistic and spiritual place,5
R01446,2017,unknown,sacred_atmosphere,positive,0.8,remove sins of soul,5
R00640,2014,solo,access_fairness,negative,0.4,entry fee is a little steep,4
R00640,2014,solo,sacred_atmosphere,positive,0.8,experience is unforgettable,4
R00640,2014,solo,facility,positive,0.7,hire a guide,4
R00640,2014,solo,spiritual_authenticity,positive,0.85,a lot to see and learn,4
R00281,2013,solo,sacred_atmosphere,positive,0.8,super exotic and a beautiful big Hindu Temple,5
R00281,2013,solo,ritual_experience,positive,0.7,see them in their religious practice and also for funerals,5
R02363,2020,business,cultural_sensitivity,neutral,0.5,As a non hindu i was limited to where i could to.. And that is okay.,3
R02363,2020,business,environment,negative,0.3,there is so Much garbage just everywhere in a holy Area as this.,3
R02363,2020,business,spiritual_authenticity,positive,0.7,The history and tradition of the place is immense,3
R00482,2014,couples,sacred_atmosphere,positive,0.8,A good place for a contemplative few hours,4
R00482,2014,couples,cultural_sensitivity,positive,0.7,was not made to feel an outsider,4
R00482,2014,couples,crowd_management,neutral,0.5,Very crowded with the faithful,4
R00305,2013,solo,cultural_sensitivity,neutral,0.5,only Hindus are admitted to the inner temple,5
R00305,2013,solo,sacred_atmosphere,positive,0.7,architecture is well worth seeing,5
R00305,2013,solo,ritual_experience,negative,0.4,watching cremations taking place out in the open is quite raw,5
R00213,2012,friends,sacred_atmosphere,positive,0.85,found it extremely peaceful,5
R00213,2012,friends,environment,positive,0.8,more animals than human beings and loved the experience,5
R02381,2020,unknown,cultural_sensitivity,negative,0.3,unless you are a Nepalese or Indian Hindu you are not allowed to enter,4
R02381,2020,unknown,sacred_atmosphere,positive,0.7,worth a visit if you are in Kathmandu,4
R00111,2012,friends,sacred_atmosphere,positive,0.7,"learn to appreciate that other people have some quite beautiful, very different ideas",4
R00111,2012,friends,environment,negative,0.3,the river is disgusting and dirty,4
R00111,2012,friends,cultural_sensitivity,positive,0.8,don't be judgmental,4
R00111,2012,friends,spiritual_authenticity,negative,0.4,pretend-sadhus who hang around ready to pose for a photo-for-a-price,4
R01328,2016,family,cultural_sensitivity,neutral,0.5,"not offended if you stay there to watch, as long as you behave in a respectfull way",5
R01328,2016,family,sacred_atmosphere,positive,0.8,truly impressive and something we will remember for the rest of our days,5
R01802,2018,unknown,access_fairness,positive,0.8,no ticket required for SAARC citizens,4
R01802,2018,unknown,crowd_management,neutral,0.5,Lots of visitors,4
R00765,2015,unknown,cultural_sensitivity,neutral,0.5,non hindus are not allowed inside the main temple,5
R00765,2015,unknown,access_fairness,positive,0.7,Go at night (after 6pm) and you dont have to pay the entrance fee,5
R01336,2016,unknown,sacred_atmosphere,positive,0.8,dignified expressions of faith,5
R01336,2016,unknown,crowd_management,negative,0.4,clamour of the crowds,5
R01944,2018,solo,sacred_atmosphere,positive,0.8,The temple is clean and maintained,4
R00245,2013,business,sacred_atmosphere,positive,0.8,very serene atmosphere,5
R00245,2013,business,facility,negative,0.3,needs more basic toilets and wash rooms,5
R00245,2013,business,facility,positive,0.7,some good restaurants for snacks and tea,5
R00245,2013,business,crowd_management,neutral,0.5,lots of pilgrims from india and abroad,5
R00191,2012,friends,ritual_experience,positive,0.9,you had better live this heart-touching experience,5
R00191,2012,friends,spiritual_authenticity,positive,0.85,offer you life-long gratitude to the Lord of Living Beings,5
R02142,2019,couples,sacred_atmosphere,positive,0.9,one of the most sacred Hindu shrines in the world,5
R02142,2019,couples,spiritual_authenticity,positive,0.85,humbled to witness this ancient honorific rite,5
R01162,2016,unknown,crowd_management,negative,0.3,people charged with crowd control can be a little bit over enthusiastic,4
